merge_id,Device_host,Trip_host,Time_host,NativeFlag_host,LocalTimeMS_host,Latitude_host,Longitude_host,Elevation_host,Heading_host,GpsSpeed_host,GpsFixType,GpsSemiMajAxis,GpsSemiMinAxis,GpsOrientSemiMaj,BrakeStatus_host,Speed,YawRate_host,LongAccel_host,ThrottlePosPct,SteerAngle,TurnSignal,Headlamp,Wiper,TransState,StabilityControlStatus,ABSStatus,TracControlStatus,ClosestIntersectId,Distance,Device_rvbsm,Trip_rvbsm,Time_rvbsm,RvDevice,NativeFlag_rvbsm,LocalTimeMS_rvbsm,BsmPsId,BasicVehClass,RvRandomId,Latitude_rvbsm,Longitude_rvbsm,Elevation_rvbsm,Heading_rvbsm,GpsSpeed_rvbsm,BrakeStatus_rvbsm,YawRate_rvbsm,LongAccel_rvbsm,Device,Trip,Time,RvDevice_evtwarn,NativeFlag,LocalTimeMS,PsId,RvBasicVehClass,RvRandomId_evtwarn,AlertLevel,EventAppId,RvClass,RvLatitude,RvLongitude,RvHeading,RvElevation,RvSpeed,RvBrakeStatus,RvYawRate,RvLongitudinalAccel,RvTurnSignal,RvEventFlags,RvRange,RvRangeRate,RvLongOffset,RvLatOffset,HvLatitude,HvLongitude,HvHeading,HvElevation,HvSpeed,HvBrakeStatus,HvYawRate,HvLongitudinalAccel,HvTurnSignal,Device_spat,Trip_spat,Time_spat,NativeFlag_spat,LocalTimeMS_spat,IntersectId,LaneId,MovementPhase,SignalGroupId,MinEndTime
2004_12_20450,2004,12,20450,0,80282393,40.282267,-83.53110599999998,291.32001,202.45,25.152804999999997,2,0.58999997,0.44999999,156.0,0,24.944445,-3.6600001000000004,0.20739999,10,-10.78125,0,0,0,2,0,0,0,0,1747.3125,2004.0,12.0,20450.0,2494.0,0.0,80282393.0,1.0,0.0,1368.0,40.283614,-83.529785,291.89999,228.71249,25.5,0.0,-0.97000003,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20500,2004,12,20500,0,80282893,40.282162,-83.531159,291.42001,200.84,25.023305999999998,2,0.58999997,0.44999999,156.0,0,24.933334,-3.6600001000000004,0.071599998,10,-11.59375,0,0,0,2,0,0,0,0,1759.7792,2004.0,12.0,20500.0,2494.0,0.0,80282893.0,1.0,0.0,1368.0,40.283537,-83.529898,292.0,227.95,25.400002,0.0,-1.46,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20550,2004,12,20550,0,80283393,40.282055,-83.53120699999998,291.62,198.64999,25.124542,2,0.58999997,0.44999999,157.0,0,24.883333,-3.6600001000000004,0.20739999,10,-11.6875,0,0,0,2,0,0,0,0,1772.2208,2004.0,12.0,20550.0,2494.0,0.0,80283393.0,1.0,0.0,1368.0,40.283458,-83.530009,292.10001,226.95,25.299999,0.0,-2.1900001000000002,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20600,2004,12,20600,0,80283893,40.281947,-83.53125099999998,291.82001,196.8,25.055166,2,0.58999997,0.44999999,158.0,0,24.797222,-4.150000100000001,0.20739999,10,-12.09375,0,0,0,2,0,0,0,0,1784.6195,2004.0,12.0,20600.0,2494.0,0.0,80283893.0,1.0,0.0,1368.0,40.283377,-83.530117,292.10001,225.5,25.32,0.0,-2.9200001,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20650,2004,12,20650,0,80284393,40.281839,-83.53129,291.92001,194.77,25.028444,2,0.58999997,0.44999999,158.0,0,24.805557,-3.6600001000000004,0.20739999,10,-11.6875,0,0,0,2,0,0,0,0,1797.0222,2004.0,12.0,20650.0,2494.0,0.0,80284393.0,1.0,0.0,1368.0,40.283294,-83.53022199999998,292.20001,224.08749,25.32,0.0,-2.9200001,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20700,2004,12,20700,0,80284893,40.281729,-83.531324,292.22,192.78,25.000181,2,0.58999997,0.44999999,159.0,0,24.836113,-3.6600001000000004,0.071599998,10,-11.5,0,0,0,2,0,0,0,0,1809.4403,2004.0,12.0,20700.0,2494.0,0.0,80284893.0,1.0,0.0,1368.0,40.283209,-83.53032399999998,292.20001,222.2625,25.299999,0.0,-3.1700001,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20750,2004,12,20750,0,80285393,40.281619,-83.53135299999998,292.42001,191.23,24.895348000000002,2,0.58999997,0.46000001,157.0,0,24.722220999999998,-3.9000001,0.071599998,10,-11.5,0,0,0,2,0,0,0,0,1821.8014,2004.0,12.0,20750.0,2494.0,0.0,80285393.0,1.0,0.0,1368.0,40.283121,-83.530423,292.20001,220.55,25.379998999999998,0.0,-3.1700001,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20800,2004,12,20800,0,80285893,40.281509,-83.531377,292.51999,189.05,24.765848000000002,2,0.61000001,0.46000001,155.0,0,24.563889,-2.6800001,-0.1806,10,-8.6875,0,0,0,2,0,0,0,0,1834.0834,2004.0,12.0,20800.0,2494.0,0.0,80285893.0,1.0,0.0,1368.0,40.283031,-83.530518,292.20001,218.925,25.32,0.0,-3.6600001000000004,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20850,2004,12,20850,0,80286393,40.281399,-83.53139799999998,292.82001,187.50999,24.618361,2,0.63,0.47,152.0,0,24.419445,-3.4100001000000004,0.071599998,9,-9.6875,0,0,0,2,0,0,0,0,1846.2931,2004.0,12.0,20850.0,2494.0,0.0,80286393.0,1.0,0.0,1368.0,40.282939,-83.53060999999998,292.20001,216.95,25.34,0.0,-3.6600001000000004,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20900,2004,12,20900,0,80286893,40.281289,-83.531413,292.92001,185.82001,24.610653,2,0.63999999,0.47999999,151.0,0,24.358334,-3.6600001000000004,0.16859999,9,-10.5,0,0,0,2,0,0,0,0,1858.4723,2004.0,12.0,20900.0,2494.0,0.0,80286893.0,1.0,0.0,1368.0,40.282844,-83.530697,292.20001,215.3625,25.360001,0.0,-3.9000001,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_20950,2004,12,20950,0,80287393,40.281179,-83.531425,293.12,184.47,24.551556,2,0.67000002,0.49000001,149.0,0,24.302776,-3.6600001000000004,0.071599998,9,-10.375,0,0,0,2,0,0,0,0,1870.6237,2004.0,12.0,20950.0,2494.0,0.0,80287393.0,1.0,0.0,1368.0,40.282747,-83.53077999999998,292.10001,212.85001,25.24,0.0,-4.630000099999999,-0.27000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21000,2004,12,21000,0,80287893,40.281069,-83.531431,293.22,181.67999,24.620929999999998,2,0.69,0.49000001,147.0,0,24.31111,-2.4400001000000002,0.071599998,9,-7.5,0,0,0,2,0,0,0,0,1882.7792,2004.0,12.0,21000.0,2494.0,0.0,80287893.0,1.0,0.0,1368.0,40.282649,-83.53085699999998,292.10001,210.6125,25.280001000000002,0.0,-4.150000100000001,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21050,2004,12,21050,0,80288393,40.280959,-83.531434,293.32001,181.47,24.371695000000003,2,0.70999998,0.5,145.0,0,24.25,-2.9200001,0.071599998,9,-8.875,0,0,0,2,0,0,0,0,1894.9042,2004.0,12.0,21050.0,2494.0,0.0,80288393.0,1.0,0.0,1368.0,40.282549,-83.530929,292.20001,208.52499,25.0,0.0,-3.9000001,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21100,2004,12,21100,0,80288893,40.28085,-83.531434,293.51999,179.86,24.389681,2,0.74000001,0.5,143.0,0,24.163889,-2.1900001000000002,-0.0836,9,-7.6875,0,0,0,2,0,0,0,0,1906.9861,2004.0,12.0,21100.0,2494.0,0.0,80288893.0,1.0,0.0,1368.0,40.282448,-83.530996,292.20001,206.60001,24.92,0.0,-3.9000001,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21150,2004,12,21150,0,80289394,40.28074,-83.531431,293.62,178.60001,24.365013,2,0.75999999,0.5,142.0,0,24.186111,-2.1900001000000002,0.071599998,9,-7.09375,0,0,0,2,0,0,0,0,1919.0792,2004.0,12.0,21150.0,2494.0,0.0,80289394.0,1.0,0.0,1368.0,40.282345,-83.531058,292.39999,204.75,24.82,0.0,-3.9000001,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21200,2004,12,21200,0,80289894,40.280631,-83.53142599999998,293.72,177.78999,24.315166,2,0.79000002,0.50999999,141.0,0,24.041667999999998,-1.22,0.0134,9,-4.875,0,0,0,2,0,0,0,0,1931.1,2004.0,12.0,21200.0,2494.0,0.0,80289894.0,1.0,0.0,1368.0,40.282241,-83.531114,292.5,202.45,24.719998999999998,0.0,-3.6600001000000004,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21250,2004,12,21250,0,80290394,40.280522,-83.531418,293.92001,176.86,24.330069,2,0.81,0.50999999,140.0,0,24.055555,-0.97000003,0.071599998,9,-4.59375,0,0,0,2,0,0,0,0,1943.1278,2004.0,12.0,21250.0,2494.0,0.0,80290394.0,1.0,0.0,1368.0,40.282136,-83.53116699999998,292.60001,200.625,24.719998999999998,0.0,-3.4100001000000004,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21300,2004,12,21300,0,80290894,40.280413,-83.53140999999998,294.01999,176.72,24.106014000000002,2,0.82999998,0.51999998,139.0,0,23.902779000000002,-0.47999999,-0.1806,9,-3.5,0,0,0,2,0,0,0,0,1955.0792,2004.0,12.0,21300.0,2494.0,0.0,80290894.0,1.0,0.0,1368.0,40.28203,-83.531214,292.79999,198.75,24.599998,0.0,-3.1700001,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21350,2004,12,21350,0,80291394,40.280305,-83.53139899999998,294.22,175.38,24.132223,2,0.85000002,0.52999997,139.0,0,23.869444,-0.47999999,-0.0254,9,-2.78125,0,0,0,2,0,0,0,2103,1967.0139,2004.0,12.0,21350.0,2494.0,0.0,80291394.0,1.0,0.0,1368.0,40.281923,-83.53125699999998,293.0,196.9375,24.5,0.0,-4.150000100000001,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21400,2004,12,21400,0,80291894,40.280197,-83.531388,294.42001,175.33,24.017111,2,0.88999999,0.55000001,137.0,0,23.683334,-0.23999999,-0.2194,9,-0.6875,0,0,0,2,0,0,0,2103,1978.8556,2004.0,12.0,21400.0,2494.0,0.0,80291894.0,1.0,0.0,1368.0,40.281815,-83.531295,293.10001,194.825,24.379998999999998,0.0,-4.150000100000001,-0.18000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21450,2004,12,21450,0,80292394,40.28009,-83.531379,294.62,175.98,23.702612,2,0.92000002,0.56,136.0,0,23.544445,0.47999999,-0.41339999,3,-0.28125,0,0,0,2,0,0,0,2103,1990.6278,2004.0,12.0,21450.0,2494.0,0.0,80292394.0,1.0,0.0,1368.0,40.281708,-83.531327,293.29999,192.6875,24.1,0.0,-3.4100001000000004,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21500,2004,12,21500,0,80292894,40.279984,-83.531369,294.82001,175.89999,23.393764,2,0.94,0.56,136.0,0,23.169445,0.23999999,-0.31639999,3,-0.28125,0,0,0,2,0,0,0,2103,2002.2125,2004.0,12.0,21500.0,2494.0,0.0,80292894.0,1.0,0.0,1368.0,40.2816,-83.531355,293.39999,191.08749,24.040001,0.0,-3.1700001,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21550,2004,12,21550,0,80293394,40.27988,-83.53136,294.92001,176.13,23.293041,2,0.94999999,0.56999999,136.0,0,23.072222,0.23999999,-0.27759999,4,-0.5,0,0,0,2,0,0,0,2103,2013.7487,2004.0,12.0,21550.0,2494.0,0.0,80293394.0,1.0,0.0,1368.0,40.281492,-83.531378,293.60001,189.3,23.9,0.0,-3.4100001000000004,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21600,2004,12,21600,0,80293894,40.279776,-83.531352,295.01999,176.23,23.113695,2,0.97000003,0.57999998,136.0,0,22.78611,0.0,-0.1806,3,-1.1875,0,0,0,2,0,0,0,2103,2025.1417,2004.0,12.0,21600.0,2494.0,0.0,80293894.0,1.0,0.0,1368.0,40.281384,-83.531397,293.79999,187.47501,23.84,0.0,-3.1700001,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21650,2004,12,21650,0,80294394,40.279673,-83.531343,295.22,176.16,22.898889999999998,2,0.98000002,0.60000002,137.0,0,22.694443,0.23999999,-0.41339999,3,-0.6875,0,0,0,2,0,0,0,2103,2036.4889,2004.0,12.0,21650.0,2494.0,0.0,80294394.0,1.0,0.0,1368.0,40.281298,-83.53140899999998,293.89999,186.0625,23.76,0.0,-3.1700001,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21700,2004,12,21700,0,80294894,40.279571,-83.531334,295.32001,176.14999,22.779152,2,1.0,0.61000001,137.0,0,22.438889,0.23999999,-0.37459999,3,-0.59375,0,0,0,2,0,0,0,2103,2047.7084,2004.0,12.0,21700.0,2494.0,0.0,80294894.0,1.0,0.0,1368.0,40.281169,-83.531423,294.10001,184.4375,23.719998999999998,0.0,-2.6800001,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21750,2004,12,21750,0,80295394,40.279471,-83.531326,295.32001,176.24001,22.506276999999997,2,1.0,0.61000001,137.0,0,22.099998,0.23999999,-0.31639999,3,-0.59375,0,0,0,2,0,0,0,2103,2058.7583,2004.0,12.0,21750.0,2494.0,0.0,80295394.0,1.0,0.0,1368.0,40.281061,-83.531429,294.29999,182.28751,23.639999,0.0,-3.6600001000000004,0.30000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21800,2004,12,21800,0,80295894,40.279371,-83.531318,295.42001,176.23,22.227235999999998,2,1.0,0.62,137.0,1,22.008335,0.23999999,-0.4522,4,-0.375,2,0,0,2,0,0,0,2103,2069.7625,2004.0,12.0,21800.0,2494.0,0.0,80295894.0,1.0,0.0,1368.0,40.280953,-83.531431,294.39999,180.60001,23.6,0.0,-3.9000001,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21850,2004,12,21850,0,80296394,40.279272,-83.53131,295.51999,176.39999,21.879847,2,1.0,0.62,137.0,1,21.497223,0.97000003,-1.6162,4,2.1875,2,0,0,2,0,0,0,2103,2080.5112,2004.0,12.0,21850.0,2494.0,0.0,80296394.0,1.0,0.0,1368.0,40.280846,-83.531428,294.5,179.03751,23.52,0.0,-1.95,-0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21900,2004,12,21900,0,80296894,40.279177,-83.53130299999998,295.51999,176.96001,20.961014000000002,2,1.0,0.62,138.0,1,20.58889,1.7,-2.1400001,4,4.59375,2,0,0,2,0,0,0,2103,2090.8057,2004.0,12.0,21900.0,2494.0,0.0,80296894.0,1.0,0.0,1368.0,40.280739,-83.531424,294.60001,178.1375,23.4,0.0,-0.97000003,0.0099999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_21950,2004,12,21950,0,80297394,40.279086,-83.531299,295.42001,177.78999,19.717403,2,0.99000001,0.62,139.0,1,19.166666,2.1900001000000002,-2.6638,4,5.59375,2,0,0,2,0,0,0,2103,2100.3889,2004.0,12.0,21950.0,2494.0,0.0,80297394.0,1.0,0.0,1368.0,40.280633,-83.531419,294.79999,178.125,23.18,0.0,-0.97000003,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,12.0,21950.0,0.0,80297394.0,2103.0,11.0,4.0,4.0,11054.0
2004_12_22000,2004,12,22000,0,80297894,40.279001,-83.531296,295.51999,178.62,18.439362,2,0.98000002,0.62,140.0,1,18.174999,1.7,-2.5280001,4,4.0,2,0,0,2,0,0,0,2103,2109.4763,2004.0,12.0,22000.0,2494.0,0.0,80297894.0,1.0,0.0,1368.0,40.280527,-83.531412,294.89999,177.25,23.08,0.0,-0.47999999,-0.20999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,12.0,22000.0,0.0,80297894.0,2103.0,11.0,4.0,4.0,11061.0
2004_12_22050,2004,12,22050,0,80298394,40.278937,-83.531295,295.51999,179.33,17.470679999999998,2,0.97000003,0.62,141.0,1,17.147223,0.97000003,-2.5280001,4,1.5,2,0,0,2,0,0,0,2103,2118.05,2004.0,12.0,22050.0,2494.0,0.0,80298394.0,1.0,0.0,1368.0,40.280422,-83.53140299999998,295.10001,176.21249,22.879998999999998,0.0,-0.23999999,-0.27000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,12.0,22050.0,0.0,80298394.0,2103.0,11.0,4.0,4.0,11065.0
2004_12_22100,2004,12,22100,0,80298894,40.278847,-83.531295,295.62,179.82001,16.185959,2,0.95999998,0.62,142.0,1,15.977777,0.47999999,-1.8102,4,-1.375,2,0,0,2,0,0,0,2103,2126.0388,2004.0,12.0,22100.0,2494.0,0.0,80298894.0,1.0,0.0,1368.0,40.280318,-83.531395,295.10001,176.3,22.74,0.0,-0.47999999,-0.18000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,12.0,22100.0,0.0,80298894.0,2103.0,11.0,4.0,4.0,11069.0
2004_12_22150,2004,12,22150,0,80299394,40.278777,-83.531295,295.62,180.14,15.300014000000001,2,0.94999999,0.62,143.0,1,14.883334,-0.23999999,-1.4609999999999999,4,-4.59375,2,0,0,2,0,0,0,2103,2133.4805,2004.0,12.0,22150.0,2494.0,0.0,80299394.0,1.0,0.0,1368.0,40.280215,-83.531386,295.29999,176.1875,22.6,0.0,0.0,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,12.0,22150.0,0.0,80299394.0,2103.0,11.0,4.0,4.0,11074.0
2004_12_22200,2004,12,22200,0,80299894,40.278723,-83.531295,295.72,179.75999,14.702360999999998,2,0.94,0.62,143.0,1,14.416667000000002,-0.47999999,-1.1894,4,-7.59375,2,0,0,2,0,0,0,2103,2140.689,2004.0,12.0,22200.0,2494.0,0.0,80299894.0,1.0,0.0,1368.0,40.280114,-83.531377,295.5,176.28751,22.32,0.0,0.0,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004.0,12.0,22200.0,0.0,80299894.0,2103.0,11.0,4.0,4.0,11080.0
2004_12_22250,2004,12,22250,0,80300394,40.278659,-83.531294,295.62,179.72,14.143764000000001,2,0.93000001,0.62,143.0,1,13.627778,-1.7,-1.5192,4,-10.875,2,0,0,2,0,0,0,2103,2147.5027,2004.0,12.0,22250.0,2494.0,0.0,80300394.0,1.0,0.0,1368.0,40.280014,-83.531367,295.60001,175.83749,22.040001,0.0,0.0,-0.27000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22300,2004,12,22300,0,80300894,40.278597,-83.53129199999998,295.51999,178.57001,13.332848,2,0.92000002,0.63,143.0,1,13.030555999999999,-1.46,-1.655,4,-10.875,2,0,0,2,0,0,0,2103,2154.0181,2004.0,12.0,22300.0,2494.0,0.0,80300894.0,1.0,0.0,1368.0,40.279914,-83.53135799999998,295.79999,175.825,21.68,1.0,0.0,-0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22350,2004,12,22350,0,80301395,40.27855,-83.53129,295.42001,177.64,12.5985,2,0.89999998,0.63,143.0,1,12.036112,-1.7,-1.4609999999999999,4,-11.375,2,0,0,2,0,0,0,2103,2160.0361,2004.0,12.0,22350.0,2494.0,0.0,80301395.0,1.0,0.0,1368.0,40.279816,-83.53134799999998,296.0,175.55,21.34,1.0,1.22,-0.63999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22400,2004,12,22400,0,80301895,40.278485,-83.53128499999998,295.32001,176.95,11.712556,2,0.87,0.63,143.0,1,11.480556,-1.46,-1.6162,4,-9.09375,2,0,0,2,0,0,0,2103,2165.7764,2004.0,12.0,22400.0,2494.0,0.0,80301895.0,1.0,0.0,1368.0,40.279719,-83.53134,296.20001,176.35001,20.919998,1.0,0.47999999,-0.83999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22450,2004,12,22450,0,80302395,40.278434,-83.53127999999998,295.32001,176.31,10.898556,2,0.83999997,0.62,143.0,1,10.55,-0.23999999,-1.4222,4,-5.6875,2,0,0,2,0,0,0,2103,2171.0515,2004.0,12.0,22450.0,2494.0,0.0,80302395.0,1.0,0.0,1368.0,40.279624,-83.531334,296.39999,177.02499,20.48,1.0,0.47999999,-0.99000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22500,2004,12,22500,0,80302895,40.278387,-83.53127499999998,295.32001,176.0,10.064,2,0.81,0.61000001,143.0,1,9.7333336,0.0,-1.7132,4,-2.875,2,0,0,2,0,0,0,2103,2175.9179999999997,2004.0,12.0,22500.0,2494.0,0.0,80302895.0,1.0,0.0,1368.0,40.279533,-83.531327,296.5,176.45,20.0,1.0,0.23999999,-0.54000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22550,2004,12,22550,0,80303395,40.278343,-83.531271,295.22,176.36,9.2145414,2,0.79000002,0.60000002,144.0,1,8.9916668,0.23999999,-2.4698,4,-2.6875,2,0,0,2,0,0,0,2103,2180.4138,2004.0,12.0,22550.0,2494.0,0.0,80303395.0,1.0,0.0,1368.0,40.279443,-83.53131999999998,296.60001,176.71249,19.700001,1.0,0.47999999,-0.27000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22600,2004,12,22600,0,80303895,40.278305,-83.531267,295.22,175.81,8.0634308,2,0.77999997,0.58999997,144.0,1,7.669445,0.0,-1.946,3,-3.375,2,0,0,2,0,0,0,2103,2184.2485,2004.0,12.0,22600.0,2494.0,0.0,80303895.0,1.0,0.0,1368.0,40.279371,-83.531316,296.79999,177.22501,19.42,1.0,0.97000003,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22650,2004,12,22650,0,80304395,40.27827,-83.53126399999998,295.22,176.39,7.2309299,2,0.75999999,0.57999998,145.0,1,7.086111099999999,0.0,-1.3252,3,-4.59375,2,0,0,2,0,0,0,2103,2187.7917,2004.0,12.0,22650.0,2494.0,0.0,80304395.0,1.0,0.0,1368.0,40.279266,-83.531311,296.89999,177.825,19.220001,1.0,0.97000003,-0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22700,2004,12,22700,0,80304895,40.278239,-83.53126,295.12,175.83,6.559792,2,0.75,0.57999998,145.0,1,6.2777781,-0.23999999,-1.655,3,-4.59375,2,0,0,2,0,0,0,2103,2190.9307,2004.0,12.0,22700.0,2494.0,0.0,80304895.0,1.0,0.0,1368.0,40.279179,-83.53130799999998,296.89999,178.35001,18.92,1.0,0.73000002,-0.74000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22750,2004,12,22750,0,80305395,40.278211,-83.53125799999998,295.12,176.47,5.8675828,2,0.74000001,0.56999999,146.0,1,5.727778,0.0,-1.2282,3,-3.59375,2,0,0,2,0,0,0,2103,2193.7944,2004.0,12.0,22750.0,2494.0,0.0,80305395.0,1.0,0.0,1368.0,40.279095,-83.531307,296.89999,178.75,18.279999,1.0,0.47999999,-1.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22800,2004,12,22800,0,80305895,40.278186,-83.531255,295.12,176.08,5.341875099999999,2,0.73000002,0.56999999,146.0,1,5.2388892,0.0,-1.0342,3,-2.6875,2,0,0,2,0,0,0,2103,2196.4138,2004.0,12.0,22800.0,2494.0,0.0,80305895.0,1.0,0.0,1368.0,40.279016,-83.531305,297.0,178.8,17.5,1.0,0.23999999,-1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22850,2004,12,22850,0,80306395,40.278163,-83.53125199999998,295.01999,175.91,4.942584,2,0.72000003,0.56,147.0,1,4.911110900000001,0.23999999,-0.6074,3,-2.09375,2,0,0,2,0,0,0,2103,2198.8694,2004.0,12.0,22850.0,2494.0,0.0,80306395.0,1.0,0.0,1368.0,40.278939,-83.531304,296.89999,178.925,16.719998999999998,1.0,0.0,-1.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22900,2004,12,22900,0,80306895,40.278141,-83.531249,294.92001,175.89,4.845459,2,0.70999998,0.55000001,147.0,1,4.7083330000000005,0.0,-0.27759999,3,-1.6875,2,0,0,2,0,0,0,2103,2201.2236,2004.0,12.0,22900.0,2494.0,0.0,80306895.0,1.0,0.0,1368.0,40.278867,-83.53130199999998,297.0,178.60001,15.36,1.0,0.0,-2.3699999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_22950,2004,12,22950,0,80307395,40.27812,-83.53124699999998,294.92001,176.44,4.5874858,2,0.69999999,0.55000001,147.0,1,4.536110900000001,0.23999999,-0.37459999,3,-1.1875,2,0,0,2,0,0,0,2103,2203.4917,2004.0,12.0,22950.0,2494.0,0.0,80307395.0,1.0,0.0,1368.0,40.2788,-83.5313,297.0,178.5125,14.46,1.0,-0.23999999,-2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004_12_23000,2004,12,23000,0,80307895,40.278099,-83.531245,294.82001,175.94,4.4728889,2,0.69,0.54000002,147.0,1,4.4583330000000005,0.0,-0.31639999,3,-1.1875,2,0,0,2,0,0,0,2103,2205.7209,2004.0,12.0,23000.0,2494.0,0.0,80307895.0,1.0,0.0,1368.0,40.278736,-83.531299,296.89999,178.66251,13.8,1.0,-0.23999999,-0.74000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
